Gene	DMSO	osi	EntrezID	Symbol	HumanGene	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
WDR55	-0.680286501377411	-1.15531284709367	54853	WDR55	WDR55	-0.680286501377411	-1.15531284709367	-0.475026345716258	2901	14569		none	1
FAM83E	-0.0358038567493113	-0.00767761940022214	54854	FAM83E	FAM83E	-0.0358038567493113	-0.00767761940022214	0.0281262373490892	11893	3899		none	1
FAM46C	-0.186986225895317	-0.793733802295446	54855	FAM46C	FAM46C	-0.186986225895317	-0.793733802295446	-0.606747576400129	1738	6529		none	1
GON4L	0.362192837465565	-0.263893002591633	54856	GON4L	GON4L	0.362192837465565	-0.263893002591633	-0.626085840057197	1606	15698		none	1
GDPD2	0.196187327823691	0.222547204738986	54857	GDPD2	GDPD2	0.196187327823691	0.222547204738986	0.0263598769152941	11862	13590		none	1
PGPEP1	-0.340220385674931	-0.286134764901888	54858	PGPEP1	PGPEP1	-0.340220385674931	-0.286134764901888	0.054085620773043	12434	14645		none	1
ELP6	-1.24330578512397	-1.37300999629767	54859	ELP6	ELP6	-1.24330578512397	-1.37300999629767	-0.129704211173701	8620	17966		none	1
MS4A12	-0.0218876033057851	0.236384672343576	54860	MS4A12	MS4A12	-0.0218876033057851	0.236384672343576	0.258272275649362	15830	4507		none	1
SNRK	0.192914600550964	-0.340596075527582	54861	SNRK	SNRK	0.192914600550964	-0.340596075527582	-0.533510676078547	2312	3850		none	1
CC2D1A	0.071904132231405	0.142798963346909	54862	CC2D1A	CC2D1A	0.071904132231405	0.142798963346909	0.0708948311155036	12731	2720		none	1
TOR4A	-0.414556473829201	-0.286736393928175	54863	TOR4A	TOR4A	-0.414556473829201	-0.286736393928175	0.127820079901026	13815	1845		none	1
GPATCH4	-0.0938468319559229	0.114207700851536	54865	GPATCH4	GPATCH4	-0.0938468319559229	0.114207700851536	0.208054532807459	15119	1256		none	1
PPP1R14D	-0.0307052341597796	-0.671140318400592	54866	PPP1R14D	PPP1R14D	-0.0307052341597796	-0.671140318400592	-0.640435084240813	1532	7858		none	1
TMEM214	-0.0142853994490358	-0.336079229914846	54867	TMEM214	TMEM214	-0.0142853994490358	-0.336079229914846	-0.321793830465811	5028	8852		none	1
EPS8L1	-0.859438016528926	-0.841438356164383	54869	EPS8L1	EPS8L1	-0.859438016528926	-0.841438356164383	0.0179996603645421	11693	15782		none	1
QRICH1	-0.671173553719008	-0.577239911144021	54870	QRICH1	QRICH1	-0.671173553719008	-0.577239911144021	0.0939336425749876	13203	275		none	1
PIGG	-0.263493112947658	-0.294400222139948	54872	PIGG	PIGG	-0.263493112947658	-0.294400222139948	-0.0309071091922897	10703	12679		none	1
PALMD	-0.229851239669422	-0.400286930766383	54873	PALMD	PALMD	-0.229851239669422	-0.400286930766383	-0.170435691096961	7791	2570		none	1
CNTLN	0.0445884297520661	-0.0717317660125879	54875	CNTLN	CNTLN	0.0445884297520661	-0.0717317660125879	-0.116320195764654	8906	968		none	1
DCAF16	0.0770644628099174	0.0388143280266568	54876	DCAF16	DCAF16	0.0770644628099174	0.0388143280266568	-0.0382501347832606	10554	4308		none	1
ZCCHC2	0.385443526170799	0.0458598667160311	54877	ZCCHC2	ZCCHC2	0.385443526170799	0.0458598667160311	-0.339583659454768	4738	1558		none	1
DPP8	-0.452143250688705	0.0544029988893003	54878	DPP8	DPP8	-0.452143250688705	0.0544029988893003	0.506546249578006	17990	9631		none	1
ST7L	0.0531867768595041	-0.264550166604961	54879	ST7L	ST7L	0.0531867768595041	-0.264550166604961	-0.317736943464465	5115	11089		none	1
BCOR	-0.172793388429752	-0.1457515734913	54880	BCOR	BCOR	-0.172793388429752	-0.1457515734913	0.0270418149384526	11877	14838		none	1
TEX10	-0.783658402203857	-1.04452054794521	54881	TEX10	TEX10	-0.783658402203857	-1.04452054794521	-0.260862145741349	6121	2855		none	1
ANKHD1	-0.243735537190083	-0.561430951499445	54882	ANKHD1	ANKHD1	-0.243735537190083	-0.561430951499445	-0.317695414309362	5116	18754		none	1
CWC25	-0.624231404958678	-0.792845242502777	54883	CWC25	CWC25	-0.624231404958678	-0.792845242502777	-0.168613837544099	7830	7760		none	1
RETSAT	0.193002754820937	-0.365272121436505	54884	RETSAT	RETSAT	0.193002754820937	-0.365272121436505	-0.558274876257442	2092	10600		none	1
TBC1D8B	-0.087836914600551	0.554914846353203	54885	TBC1D8B	TBC1D8B	-0.087836914600551	0.554914846353203	0.642751760953754	18505	5438		none	1
LPPR1	0.0482292011019284	-0.170038874490929	54886	LPPR1	LPPR1	0.0482292011019284	-0.170038874490929	-0.218268075592858	6877	16087		none	1
UHRF1BP1	-0.0859768595041322	-0.152471306923362	54887	UHRF1BP1	UHRF1BP1	-0.0859768595041322	-0.152471306923362	-0.0664944474192295	9953	8175		none	1
NSUN2	-0.262853994490358	-0.864022584228064	54888	NSUN2	NSUN2	-0.262853994490358	-0.864022584228064	-0.601168589737705	1781	9438		none	1
ALKBH5	0.00377333333333333	-0.126860422065902	54890	ALKBH5	ALKBH5	0.00377333333333333	-0.126860422065902	-0.130633755399235	8602	16079		none	1
INO80D	-0.153267217630854	0.331756756756757	54891	INO80D	INO80D	-0.153267217630854	0.331756756756757	0.485023974387611	17867	15005		none	1
MTMR10	-0.104751515151515	0.0278619029988893	54893	MTMR10	MTMR10	-0.104751515151515	0.0278619029988893	0.132613418150404	13907	17838		none	1
PQLC2	0.0627030303030303	-0.458941132913736	54896	PQLC2	PQLC2	0.0627030303030303	-0.458941132913736	-0.521644163216766	2416	18950		none	1
CASZ1	0.215426997245179	0.196066271751203	54897	CASZ1	CASZ1	0.215426997245179	0.196066271751203	-0.0193607254939758	10937	14456		none	1
PXK	-0.491415977961433	-0.367215845982969	54899	PXK	PXK	-0.491415977961433	-0.367215845982969	0.124200131978463	13743	912		none	1
LAX1	0.0957465564738292	-0.00788689374305813	54900	LAX1	LAX1	0.0957465564738292	-0.00788689374305813	-0.103633450216887	9176	2670		none	1
CDKAL1	-0.0410391184573003	-0.0836403184005924	54901	CDKAL1	CDKAL1	-0.0410391184573003	-0.0836403184005924	-0.0426011999432921	10455	756		none	1
TTC19	-0.317223140495868	-0.618502406516105	54902	TTC19	TTC19	-0.317223140495868	-0.618502406516105	-0.301279266020237	5385	12070		none	1
MKS1	-0.224308539944904	-0.0856571640133284	54903	MKS1	MKS1	-0.224308539944904	-0.0856571640133284	0.138651375931575	14008	12813		none	1
CYP2W1	-0.358137741046832	-0.317743428359867	54905	CYP2W1	CYP2W1	-0.358137741046832	-0.317743428359867	0.0403943126869653	12141	15776		none	1
FAM208B	-0.196694214876033	-0.529461310625694	54906	FAM208B	FAM208B	-0.196694214876033	-0.529461310625694	-0.332767095749661	4874	4756		none	1
SPDL1	-0.708418732782369	-1.15244353942984	54908	SPDL1	SPDL1	-0.708418732782369	-1.15244353942984	-0.444024806647472	3284	16181		none	1
SEMA4C	-0.325917355371901	-0.405201777119585	54910	SEMA4C	SEMA4C	-0.325917355371901	-0.405201777119585	-0.0792844217476845	9696	9435		none	1
RPP25	-0.442148760330579	0.081894668641244	54913	RPP25	RPP25	-0.442148760330579	0.081894668641244	0.524043428971823	18063	1523		none	1
FOCAD	-0.168264462809917	0.0584848204368752	54914	FOCAD	FOCAD	-0.168264462809917	0.0584848204368752	0.226749283246793	15400	18658		none	1
YTHDF1	-0.0679735537190083	0.122861902998889	54915	YTHDF1	YTHDF1	-0.0679735537190083	0.122861902998889	0.190835456717898	14851	16947		none	1
TMEM260	-0.27068870523416	-0.585736764161422	54916	TMEM260	TMEM260	-0.27068870523416	-0.585736764161422	-0.315048058927262	5158	10584		none	1
CMTM6	-0.138104683195592	0.412717512032581	54918	CMTM6	CMTM6	-0.138104683195592	0.412717512032581	0.550822195228173	18184	13489		none	1
DNAAF5	-0.384209366391185	-0.178378378378378	54919	DNAAF5	DNAAF5	-0.384209366391185	-0.178378378378378	0.205830988012806	15084	8113		none	1
DUS2	-0.326997245179063	-0.310875601629026	54920	DUS2	DUS2	-0.326997245179063	-0.310875601629026	0.0161216435500371	11661	213		none	1
CHTF8	-0.258942148760331	-0.735162902628656	54921	CHTF8	CHTF8	-0.258942148760331	-0.735162902628656	-0.476220753868325	2882	12774		none	1
RASIP1	-0.0850666666666667	0.00649268789337282	54922	RASIP1	RASIP1	-0.0850666666666667	0.00649268789337282	0.0915593545600395	13159	14119		none	1
ZSCAN32	-0.38095867768595	-0.394465012958164	54925	ZSCAN32	ZSCAN32	-0.38095867768595	-0.394465012958164	-0.0135063352722132	11057	7157		none	1
UBE2R2	0.0244385674931129	-0.263208071084783	54926	UBE2R2	UBE2R2	0.0244385674931129	-0.263208071084783	-0.287646638577896	5639	4267		none	1
CHCHD3	-0.161796143250689	0.376453165494261	54927	CHCHD3	CHCHD3	-0.161796143250689	0.376453165494261	0.53824930874495	18130	16502		none	1
IMPAD1	-0.0955922865013774	-0.507682339874121	54928	IMPAD1	IMPAD1	-0.0955922865013774	-0.507682339874121	-0.412090053372743	3687	2625		none	1
TMEM161A	-0.303669421487603	-0.345927434283599	54929	TMEM161A	TMEM161A	-0.303669421487603	-0.345927434283599	-0.0422580127959954	10465	16642		none	1
TRMT10C	-0.368209366391185	-0.369622362088115	54931	TRMT10C	TRMT10C	-0.368209366391185	-0.369622362088115	-0.00141299569693093	11285	11530		none	1
EXD3	-0.154490358126722	-0.615290633098852	54932	EXD3	EXD3	-0.154490358126722	-0.615290633098852	-0.46080027497213	3074	16462		none	1
RHBDL2	-0.295151515151515	-0.884089226212514	54933	RHBDL2	RHBDL2	-0.295151515151515	-0.884089226212514	-0.588937711060999	1865	14040		none	1
KANSL2	-0.84761432506887	-0.549805627545354	54934	KANSL2	KANSL2	-0.84761432506887	-0.549805627545354	0.297808697523517	16314	15912		none	1
DUSP23	-0.152650137741047	0.293891151425398	54935	DUSP23	DUSP23	-0.152650137741047	0.293891151425398	0.446541289166445	17666	8867		none	1
ADPRHL2	-0.442831955922865	-0.470649759348389	54936	ADPRHL2	ADPRHL2	-0.442831955922865	-0.470649759348389	-0.0278178034255245	10765	12880		none	1
SOHLH2	-0.042697520661157	-0.500018511662347	54937	SOHLH2	SOHLH2	-0.042697520661157	-0.500018511662347	-0.45732099100119	3118	3455		none	1
SARS2	-1.10413223140496	-1.01823398741207	54938	SARS2	SARS2	-1.10413223140496	-1.01823398741207	0.085898243992889	13038	18670		none	1
COMMD4	-0.122501377410468	-0.237708256201407	54939	COMMD4	COMMD4	-0.122501377410468	-0.237708256201407	-0.115206878790939	8931	9064		none	1
OCIAD1	0.0573730027548209	0.26765087004813	54940	OCIAD1	OCIAD1	0.0573730027548209	0.26765087004813	0.210277867293309	15149	16592		none	1
RNF125	-0.224914600550964	-0.187828582006664	54941	RNF125	RNF125	-0.224914600550964	-0.187828582006664	0.0370860185443	12073	8886		none	1
FAM206A	-0.170027548209366	-0.0280877452795261	54942	FAM206A	FAM206A	-0.170027548209366	-0.0280877452795261	0.14193980292984	14068	1563		none	1
DNAJC28	-0.0674424242424242	-0.25928359866716	54943	DNAJC28	DNAJC28	-0.0674424242424242	-0.25928359866716	-0.191841174424736	7390	6720		none	1
SLC41A3	0.194820936639118	-0.150990373935579	54946	SLC41A3	SLC41A3	0.194820936639118	-0.150990373935579	-0.345811310574698	4624	14665		none	1
LPCAT2	-0.232969696969697	-0.248204368752314	54947	LPCAT2	LPCAT2	-0.232969696969697	-0.248204368752314	-0.015234671782617	11023	1639		none	1
MRPL16	-0.45228650137741	-0.970659015179563	54948	MRPL16	MRPL16	-0.45228650137741	-0.970659015179563	-0.518372513802153	2444	18842		none	1
SDHAF2	-0.820683195592287	-0.438319141058867	54949	SDHAF2	SDHAF2	-0.820683195592287	-0.438319141058867	0.382364054533419	17173	5714		none	1
COMMD8	-0.340099173553719	-0.183024805627545	54951	COMMD8	COMMD8	-0.340099173553719	-0.183024805627545	0.157074367926174	14329	9709		none	1
TRNAU1AP	-0.850082644628099	-0.273084042947057	54952	TRNAU1AP	TRNAU1AP	-0.850082644628099	-0.273084042947057	0.576998601681042	18287	18481		none	1
C1orf27	0.109238567493113	0.297732321362458	54953	C1orf27	C1orf27	0.109238567493113	0.297732321362458	0.188493753869345	14812	4380		none	1
FAM120C	-0.171823691460055	0.163772676786375	54954	FAM120C	FAM120C	-0.171823691460055	0.163772676786375	0.33559636824643	16746	8387		none	1
PARP16	0.109546005509642	-0.504572380599778	54956	PARP16	PARP16	0.109546005509642	-0.504572380599778	-0.61411838610942	1675	9550		none	1
TXNL4B	-0.886589531680441	-1.07460199925953	54957	TXNL4B	TXNL4B	-0.886589531680441	-1.07460199925953	-0.188012467579093	7462	14622		none	1
ODAM	-0.121212121212121	-0.329813032210292	54959	ODAM	ODAM	-0.121212121212121	-0.329813032210292	-0.208600910998171	7070	2563		none	1
GEMIN8	-1.32132231404959	-0.751573491299519	54960	GEMIN8	GEMIN8	-1.32132231404959	-0.751573491299519	0.569748822750068	18265	6231		none	1
SSH3	0.101112947658402	-0.0164901888189559	54961	SSH3	SSH3	0.101112947658402	-0.0164901888189559	-0.117603136477358	8880	631		none	1
TIPIN	-0.664440771349862	-0.360764531654943	54962	TIPIN	TIPIN	-0.664440771349862	-0.360764531654943	0.30367623969492	16380	16439		none	1
UCKL1	-0.449013774104683	-0.281247686042207	54963	UCKL1	UCKL1	-0.449013774104683	-0.281247686042207	0.167766088062477	14506	12814		none	1
C1orf56	-0.0886997245179063	-0.3304424287301	54964	C1orf56	C1orf56	-0.0886997245179063	-0.3304424287301	-0.241742704212194	6460	7595		none	1
PIGX	-0.08753608815427	-0.230201777119585	54965	PIGX	PIGX	-0.08753608815427	-0.230201777119585	-0.142665688965315	8351	13619		none	1
CT55	-0.200132231404959	-0.220483154387264	54967	CT55	CT55	-0.200132231404959	-0.220483154387264	-0.0203509229823053	10916	7238		none	1
TMEM70	-0.0288209366391185	-0.357922991484635	54968	TMEM70	TMEM70	-0.0288209366391185	-0.357922991484635	-0.329102054845517	4925	10868		none	1
C4orf27	-0.30963085399449	0.0550185116623473	54969	C4orf27	C4orf27	-0.30963085399449	0.0550185116623473	0.364649365656838	17035	2980		none	1
TTC12	-0.0511382920110193	0.223389485375787	54970	TTC12	TTC12	-0.0511382920110193	0.223389485375787	0.274527777386806	16031	819		none	1
BANP	-0.768209366391185	-0.56874305812662	54971	BANP	BANP	-0.768209366391185	-0.56874305812662	0.199466308264565	14981	13559		none	1
TMEM132A	-0.0830071625344353	-0.734107737874861	54972	TMEM132A	TMEM132A	-0.0830071625344353	-0.734107737874861	-0.651100575340426	1466	5226		none	1
THG1L	-1.02770247933884	-1.17660125879304	54974	THG1L	THG1L	-1.02770247933884	-1.17660125879304	-0.148898779454197	8235	15293		none	1
C20orf27	-0.0714512396694215	0.351749352091818	54976	C20orf27	C20orf27	-0.0714512396694215	0.351749352091818	0.423200591761239	17517	10159		none	1
SLC25A38	0.0854666666666667	-0.0756636430951499	54977	SLC25A38	SLC25A38	0.0854666666666667	-0.0756636430951499	-0.161130309761817	7989	15290		none	1
SLC35F6	-0.451338842975207	-0.626332839689004	54978	SLC35F6	SLC35F6	-0.451338842975207	-0.626332839689004	-0.174993996713797	7709	2108		none	1
HRASLS2	-0.272396694214876	-0.461671603109959	54979	HRASLS2	HRASLS2	-0.272396694214876	-0.461671603109959	-0.189274908895083	7431	15570		none	1
C2orf42	-0.131537190082645	0.0973898556090337	54980	C2orf42	C2orf42	-0.131537190082645	0.0973898556090337	0.228927045691678	15433	1987		none	1
NMRK1	-0.0605807162534435	-0.506238430211033	54981	NMRK1	NMRK1	-0.0605807162534435	-0.506238430211033	-0.445657713957589	3256	9957		none	1
CLN6	-0.261575757575758	-0.0354655683080341	54982	CLN6	CLN6	-0.261575757575758	-0.0354655683080341	0.226110189267724	15383	16370		none	1
ULK4	0.0712573002754821	-0.535958904109589	54986	ULK4	ULK4	0.0712573002754821	-0.535958904109589	-0.607216204385071	1733	5882		none	1
C1orf123	-0.160407713498623	0.00376175490559052	54987	C1orf123	C1orf123	-0.160407713498623	0.00376175490559052	0.164169468404213	14464	435		none	1
ACSM5	-0.121168044077135	-0.615059237319511	54988	ACSM5	ACSM5	-0.121168044077135	-0.615059237319511	-0.493891193242376	2687	18476		none	1
ZNF770	-0.34102479338843	0.227674935209182	54989	ZNF770	ZNF770	-0.34102479338843	0.227674935209182	0.568699728597612	18260	4002		none	1
C1orf159	-0.356903581267218	-0.391281007034432	54991	C1orf159	C1orf159	-0.356903581267218	-0.391281007034432	-0.034377425767214	10632	6884		none	1
ZSCAN2	0.218424242424242	-0.129572380599778	54993	ZSCAN2	ZSCAN2	0.218424242424242	-0.129572380599778	-0.34799662302402	4587	387		none	1
GID8	-0.311371900826446	-0.802369492780452	54994	GID8	GID8	-0.311371900826446	-0.802369492780452	-0.490997591954005	2725	54		none	1
OXSM	-0.579305785123967	-0.310995927434284	54995	OXSM	OXSM	-0.579305785123967	-0.310995927434284	0.268309857689683	15953	1777		none	1
TESC	0.0888793388429752	-0.118104405775639	54997	TESC	TESC	0.0888793388429752	-0.118104405775639	-0.206983744618614	7096	6697		none	1
AURKAIP1	-1.15118457300275	-0.786977045538689	54998	AURKAIP1	AURKAIP1	-1.15118457300275	-0.786977045538689	0.364207527464065	17031	9849		none	1
TTC22	-0.347977961432507	-0.894825990373936	55001	TTC22	TTC22	-0.347977961432507	-0.894825990373936	-0.546848028941429	2206	18558		none	1
TMCO3	-0.0956881542699725	0.160348019252129	55002	TMCO3	TMCO3	-0.0956881542699725	0.160348019252129	0.256036173522101	15801	17585		none	1
PAK1IP1	-1.4534435261708	-1.88522769344687	55003	PAK1IP1	PAK1IP1	-1.4534435261708	-1.88522769344687	-0.431784167276072	3443	2128		none	1
LAMTOR1	-0.172584022038568	-0.861079229914846	55004	LAMTOR1	LAMTOR1	-0.172584022038568	-0.861079229914846	-0.688495207876279	1237	14143		none	1
RMND1	-0.0220528925619835	-0.417067752684191	55005	RMND1	RMND1	-0.0220528925619835	-0.417067752684191	-0.395014860122208	3917	6957		none	1
TRMT61B	-0.0773355371900826	0.465244353942984	55006	TRMT61B	TRMT61B	-0.0773355371900826	0.465244353942984	0.542579891133067	18147	4602		none	1
FAM118A	-0.134567493112948	-0.369205849685302	55007	FAM118A	FAM118A	-0.134567493112948	-0.369205849685302	-0.234638356572354	6582	12459		none	1
HERC6	-0.0833366391184573	-0.214818585708997	55008	HERC6	HERC6	-0.0833366391184573	-0.214818585708997	-0.131481946590539	8581	11464		none	1
C19orf24	-0.300826446280992	0.205192521288412	55009	C19orf24	C19orf24	-0.300826446280992	0.205192521288412	0.506018967569403	17986	2548		none	1
PARPBP	0.19203305785124	-0.0624759348389485	55010	PARPBP	PARPBP	0.19203305785124	-0.0624759348389485	-0.254508992690188	6240	13513		none	1
CCDC109B	0.0383955922865014	-0.307802665679378	55013	CCDC109B	CCDC109B	0.0383955922865014	-0.307802665679378	-0.346198257965879	4618	3413		none	1
STX17	-0.610865013774105	-1.07765642354683	55014	STX17	STX17	-0.610865013774105	-1.07765642354683	-0.46679140977273	3002	6583		none	1
PRPF39	-0.530589531680441	-0.192734172528693	55015	PRPF39	PRPF39	-0.530589531680441	-0.192734172528693	0.337855359151748	16775	835		none	1
C14orf119	-0.0215438016528926	-0.54588115512773	55017	C14orf119	C14orf119	-0.0215438016528926	-0.54588115512773	-0.524337353474838	2390	5907		none	1
TTC38	-0.767019283746556	-0.56360607182525	55020	TTC38	TTC38	-0.767019283746556	-0.56360607182525	0.203413211921307	15044	14051		none	1
PID1	-0.00794391184573003	0.0792086264346538	55022	PID1	PID1	-0.00794391184573003	0.0792086264346538	0.0871525382803839	13065	12906		none	1
PHIP	0.512683195592286	0.439263235838578	55023	PHIP	PHIP	0.512683195592286	0.439263235838578	-0.0734199597537082	9812	2664		none	1
BANK1	0.0524440771349862	-0.142058496853017	55024	BANK1	BANK1	0.0524440771349862	-0.142058496853017	-0.194502573988004	7336	17914		none	1
TMEM255A	0.0527162534435262	-0.052027027027027	55026	TMEM255A	TMEM255A	0.0527162534435262	-0.052027027027027	-0.104743280470553	9149	1446		none	1
HEATR3	-0.300484848484848	-0.371288411699371	55027	HEATR3	HEATR3	-0.300484848484848	-0.371288411699371	-0.0708035632145221	9858	16566		none	1
C17orf80	0.100412121212121	0.236153276564235	55028	C17orf80	C17orf80	0.100412121212121	0.236153276564235	0.135741155352114	13959	17582		none	1
FBXO34	0.194280991735537	0.113791188448723	55030	FBXO34	FBXO34	0.194280991735537	0.113791188448723	-0.0804898032868145	9675	10506		none	1
USP47	-0.473763085399449	-0.370325805257312	55031	USP47	USP47	-0.473763085399449	-0.370325805257312	0.103437280142137	13371	16733		none	1
SLC35A5	0.232330578512397	-0.335486856719733	55032	SLC35A5	SLC35A5	0.232330578512397	-0.335486856719733	-0.56781743523213	2009	16285		none	1
FKBP14	-0.167261707988981	-0.717539800074047	55033	FKBP14	FKBP14	-0.167261707988981	-0.717539800074047	-0.550278092085066	2170	9447		none	1
MOCOS	-0.115933884297521	0.0560653461680859	55034	MOCOS	MOCOS	-0.115933884297521	0.0560653461680859	0.171999230465607	14578	5881		none	1
NOL8	-0.382479338842975	-0.733968900407257	55035	NOL8	NOL8	-0.382479338842975	-0.733968900407257	-0.351489561564281	4528	15979		none	1
CCDC40	-0.478589531680441	-0.062690670122177	55036	CCDC40	CCDC40	-0.478589531680441	-0.062690670122177	0.415898861558264	17453	17482		none	1
PTCD3	-0.799823691460055	-0.846677156608663	55037	PTCD3	PTCD3	-0.799823691460055	-0.846677156608663	-0.0468534651486082	10354	2588		none	1
CDCA4	0.0422170798898072	0.151462421325435	55038	CDCA4	CDCA4	0.0422170798898072	0.151462421325435	0.109245341435628	13469	15331		none	1
TRMT12	-0.146997245179063	-0.163272861902999	55039	TRMT12	TRMT12	-0.146997245179063	-0.163272861902999	-0.0162756167239355	11003	16437		none	1
EPN3	-0.702798898071625	-0.810634950018512	55040	EPN3	EPN3	-0.702798898071625	-0.810634950018512	-0.107836051946886	9087	8907		none	1
PLEKHB2	-0.0528264462809917	-0.36915031469826	55041	PLEKHB2	PLEKHB2	-0.0528264462809917	-0.36915031469826	-0.316323868417268	5136	20		none	1
VPS37C	-0.0483449035812672	0.0830359126249537	55048	VPS37C	VPS37C	-0.0483449035812672	0.0830359126249537	0.131380816206221	13882	2896		none	1
C19orf60	-0.654380165289256	-0.972139948167345	55049	C19orf60	C19orf60	-0.654380165289256	-0.972139948167345	-0.317759782878089	5113	3985		none	1
NRDE2	-0.265101928374656	-0.252175120325805	55051	NRDE2	NRDE2	-0.265101928374656	-0.252175120325805	0.0129268080488503	11596	2593		none	1
ATG16L1	-0.208815426997245	-0.0525851536467975	55054	ATG16L1	ATG16L1	-0.208815426997245	-0.0525851536467975	0.156230273350448	14309	7582		none	1
ZWILCH	0.0625719008264463	0.459255831173639	55055	ZWILCH	ZWILCH	0.0625719008264463	0.459255831173639	0.396683930347193	17306	17533		none	1
AIM1L	-0.245465564738292	-0.387745279526101	55057	AIM1L	AIM1L	-0.245465564738292	-0.387745279526101	-0.142279714787809	8359	2093		none	1
SUSD4	0.0853443526170799	-0.248343206219919	55061	SUSD4	SUSD4	0.0853443526170799	-0.248343206219919	-0.333687558836998	4859	7833		none	1
WIPI1	-0.42329476584022	-0.536856719733432	55062	WIPI1	WIPI1	-0.42329476584022	-0.536856719733432	-0.113561953893212	8970	9125		none	1
ZCWPW1	-0.379305785123967	-0.724296556830803	55063	ZCWPW1	ZCWPW1	-0.379305785123967	-0.724296556830803	-0.344990771706836	4641	3574		none	1
SPATA6L	-0.0671559228650138	0.222454646427249	55064	SPATA6L	SPATA6L	-0.0671559228650138	0.222454646427249	0.289610569292263	16211	2205		none	1
SLC52A1	-0.0305355371900826	-0.0655831173639393	55065	SLC52A1	SLC52A1	-0.0305355371900826	-0.0655831173639393	-0.0350475801738566	10620	9735		none	1
ENOX1	0.0101239669421488	0.229748241392077	55068	ENOX1	ENOX1	0.0101239669421488	0.229748241392077	0.219624274449928	15294	2445		none	1
TMEM248	-0.139096418732782	-0.329590892262125	55069	TMEM248	TMEM248	-0.139096418732782	-0.329590892262125	-0.190494473529343	7407	14214		none	1
DET1	-0.423151515151515	-0.171556830803406	55070	DET1	DET1	-0.423151515151515	-0.171556830803406	0.251594684348109	15745	13986		none	1
C9orf40	0.104813223140496	-0.386671603109959	55071	C9orf40	C9orf40	0.104813223140496	-0.386671603109959	-0.491484826250455	2718	742		none	1
RNF31	-0.178699724517906	-0.67418548685672	55072	RNF31	RNF31	-0.178699724517906	-0.67418548685672	-0.495485762338813	2673	4061		none	1
OXR1	-0.205939393939394	-0.014516845612736	55074	OXR1	OXR1	-0.205939393939394	-0.014516845612736	0.191422548326658	14857	6018		none	1
UACA	-0.0980517906336088	0.2923454276194	55075	UACA	UACA	-0.0980517906336088	0.2923454276194	0.390397218253009	17246	5073		none	1
TMEM45A	-0.106526721763085	0.0614263235838578	55076	TMEM45A	TMEM45A	-0.106526721763085	0.0614263235838578	0.167953045346943	14508	14206		none	1
FEZF2	-0.31295867768595	-0.151841910403554	55079	FEZF2	FEZF2	-0.31295867768595	-0.151841910403554	0.161116767282396	14409	3400		none	1
TAPBPL	-0.470413223140496	-0.787597186227323	55080	TAPBPL	TAPBPL	-0.470413223140496	-0.787597186227323	-0.317183963086827	5125	13886		none	1
IFT57	-0.294192837465565	-0.237597186227323	55081	IFT57	IFT57	-0.294192837465565	-0.237597186227323	0.0565956512382415	12477	153		none	1
ARGLU1	-1.04872727272727	-1.68446871529063	55082	ARGLU1	ARGLU1	-1.04872727272727	-1.68446871529063	-0.63574144256336	1551	13060		none	1
KIF26B	-0.346347107438016	-0.328961495742318	55083	KIF26B	KIF26B	-0.346347107438016	-0.328961495742318	0.0173856116956989	11686	16226		none	1
SOBP	-0.020563085399449	-0.478850425768234	55084	SOBP	SOBP	-0.020563085399449	-0.478850425768234	-0.458287340368785	3105	1917		none	1
SLC38A4	-0.12697520661157	0.348056275453536	55089	SLC38A4	SLC38A4	-0.12697520661157	0.348056275453536	0.475031482065106	17810	15510		none	1
MED9	-0.371636363636364	-0.88346908552388	55090	MED9	MED9	-0.371636363636364	-0.88346908552388	-0.511832721887516	2506	17314		none	1
TMEM51	-0.0859426997245179	-0.217336171788227	55092	TMEM51	TMEM51	-0.0859426997245179	-0.217336171788227	-0.131393472063709	8584	6354		none	1
WDYHV1	-0.512088154269972	-0.490994076268049	55093	WDYHV1	WDYHV1	-0.512088154269972	-0.490994076268049	0.0210940780019236	11754	2736		none	1
GPATCH1	-0.837531680440771	-0.949463161791929	55094	GPATCH1	GPATCH1	-0.837531680440771	-0.949463161791929	-0.111931481351158	9004	12930		none	1
SAMD4B	-0.79404958677686	-0.989263235838578	55095	SAMD4B	SAMD4B	-0.79404958677686	-0.989263235838578	-0.195213649061719	7323	8435		none	1
EBLN2	-0.173366391184573	-0.0737643465383191	55096	EBLN2	EBLN2	-0.173366391184573	-0.0737643465383191	0.0996020446462539	13304	7791		none	1
WDR70	-0.707900826446281	-0.779581636430951	55100	WDR70	WDR70	-0.707900826446281	-0.779581636430951	-0.0716808099846704	9840	16956		none	1
ATP5SL	-0.336066115702479	-0.0919242873009996	55101	ATP5SL	ATP5SL	-0.336066115702479	-0.0919242873009996	0.24414182840148	15640	6476		none	1
ATG2B	-0.436815426997245	-0.418474639022584	55102	ATG2B	ATG2B	-0.436815426997245	-0.418474639022584	0.0183407879746609	11697	1169		none	1
RALGPS2	-0.330776859504132	-0.679942613846723	55103	RALGPS2	RALGPS2	-0.330776859504132	-0.679942613846723	-0.349165754342591	4566	13622		none	1
